PID,TID,Category,procname,count,total_time_ns,avg_time_ns,max_time_ns
1133,20985,CPU and Process Management,elasticsearch[e,2,8193,4096.5,5611
1133,20985,I/O (File and Disk Operations),elasticsearch[e,372,3377578,9079.510752688173,68457
1133,20985,Memory Management,elasticsearch[e,31,810128,26133.16129032258,56389
1133,20985,Synchronization and Timing,elasticsearch[e,43,9451242,219796.32558139536,780973
1133,20985,Unknown,elasticsearch[e,10,24760,2476.0,7693
1133,20986,CPU and Process Management,elasticsearch[e,2,8055,4027.5,5929
1133,20986,I/O (File and Disk Operations),elasticsearch[e,373,3624431,9716.973190348526,84607
1133,20986,Memory Management,elasticsearch[e,31,927918,29932.83870967742,102179
1133,20986,Synchronization and Timing,elasticsearch[e,43,9295420,216172.55813953487,1143803
1133,20986,Unknown,elasticsearch[e,10,29797,2979.7,10811
1133,20993,CPU and Process Management,elasticsearch[e,2,3125,1562.5,2141
1133,20993,I/O (File and Disk Operations),elasticsearch[e,373,679947,1822.9142091152814,19983
1133,20993,Memory Management,elasticsearch[e,31,109188,3522.1935483870966,13644
1133,20993,Synchronization and Timing,elasticsearch[e,43,1335759,31064.162790697676,363833
1133,20993,Unknown,elasticsearch[e,10,36428,3642.8,30115
1133,20994,CPU and Process Management,elasticsearch[e,19,12398,652.5263157894736,2365
1133,20994,I/O (File and Disk Operations),elasticsearch[e,325,743999,2289.2276923076925,34447
1133,20994,Memory Management,elasticsearch[e,31,201812,6510.064516129032,19428
1133,20994,Synchronization and Timing,elasticsearch[e,91,227228703,2497018.714285714,221689296
1133,20994,Unknown,elasticsearch[e,11,8887,807.9090909090909,3005
1133,20995,CPU and Process Management,elasticsearch[e,2,4065,2032.5,3037
1133,20995,Memory Management,elasticsearch[e,4,75021,18755.25,29717
1133,20995,Synchronization and Timing,elasticsearch[e,6,60000353024,10000058837.333334,60000186525
1133,20995,Unknown,elasticsearch[e,11,12054,1095.8181818181818,3682
1133,20996,CPU and Process Management,elasticsearch[e,2,3918,1959.0,2887
1133,20996,I/O (File and Disk Operations),elasticsearch[e,372,885123,2379.3629032258063,52085
1133,20996,Memory Management,elasticsearch[e,31,116888,3770.5806451612902,13573
1133,20996,Synchronization and Timing,elasticsearch[e,43,1245492,28964.93023255814,196188
1133,20996,Unknown,elasticsearch[e,10,9669,966.9,3680
1133,20997,CPU and Process Management,elasticsearch[e,2,3288,1644.0,2246
1133,20997,I/O (File and Disk Operations),elasticsearch[e,376,713585,1897.8324468085107,71483
1133,20997,Memory Management,elasticsearch[e,31,106953,3450.0967741935483,12613
1133,20997,Synchronization and Timing,elasticsearch[e,43,1265070,29420.232558139534,173903
1133,20997,Unknown,elasticsearch[e,10,7392,739.2,2379
1133,20999,CPU and Process Management,elasticsearch[e,5,7015,1403.0,2891
1133,20999,I/O (File and Disk Operations),elasticsearch[e,465,1906104,4099.148387096774,83471
1133,20999,Memory Management,elasticsearch[e,35,373280,10665.142857142857,25749
1133,20999,Synchronization and Timing,elasticsearch[e,56,3091724,55209.357142857145,1052069
1133,20999,Unknown,elasticsearch[e,11,11353,1032.090909090909,3468
1133,21000,CPU and Process Management,elasticsearch[e,2,3650,1825.0,2628
1133,21000,I/O (File and Disk Operations),elasticsearch[e,373,669645,1795.2949061662198,17246
1133,21000,Memory Management,elasticsearch[e,31,125237,4039.9032258064517,8613
1133,21000,Synchronization and Timing,elasticsearch[e,43,2357380,54822.79069767442,239653
1133,21000,Unknown,elasticsearch[e,10,8691,869.1,3291
1133,21001,CPU and Process Management,elasticsearch[e,32,23212,725.375,2478
1133,21001,I/O (File and Disk Operations),elasticsearch[e,307,1288452,4196.912052117264,32948
1133,21001,Memory Management,elasticsearch[e,25,223541,8941.64,22493
1133,21001,Synchronization and Timing,elasticsearch[e,49,59029619,1204686.1020408163,54451256
1133,21001,Unknown,elasticsearch[e,14,13649,974.9285714285714,3914
1133,21002,CPU and Process Management,elasticsearch[e,2,2745,1372.5,1833
1133,21002,I/O (File and Disk Operations),elasticsearch[e,372,628003,1688.1801075268818,14445
1133,21002,Memory Management,elasticsearch[e,31,91160,2940.6451612903224,8626
1133,21002,Synchronization and Timing,elasticsearch[e,43,1189019,27651.60465116279,231704
1133,21002,Unknown,elasticsearch[e,10,6115,611.5,1621
1133,21004,CPU and Process Management,elasticsearch[e,2,3309,1654.5,2293
1133,21004,I/O (File and Disk Operations),elasticsearch[e,373,668151,1791.289544235925,18569
1133,21004,Memory Management,elasticsearch[e,31,96498,3112.8387096774195,10803
1133,21004,Synchronization and Timing,elasticsearch[e,43,1454916,33835.25581395349,273678
1133,21004,Unknown,elasticsearch[e,10,7748,774.8,2430
1133,21007,CPU and Process Management,elasticsearch[e,3,13567,4522.333333333333,7174
1133,21007,I/O (File and Disk Operations),elasticsearch[e,373,2180352,5845.447721179625,85779
1133,21007,Memory Management,elasticsearch[e,31,590438,19046.387096774193,77413
1133,21007,Synchronization and Timing,elasticsearch[e,47,5462691,116227.46808510639,1084775
1133,21007,Unknown,elasticsearch[e,10,28761,2876.1,10306
1133,21010,CPU and Process Management,elasticsearch[e,9,11201,1244.5555555555557,3130
1133,21010,I/O (File and Disk Operations),elasticsearch[e,464,2882578,6212.452586206897,105122
1133,21010,Memory Management,elasticsearch[e,35,688410,19668.85714285714,50053
1133,21010,Synchronization and Timing,elasticsearch[e,54,6664639,123419.24074074074,873999
1133,21010,Unknown,elasticsearch[e,12,14359,1196.5833333333333,3691
1133,21011,CPU and Process Management,elasticsearch[e,2,3577,1788.5,2571
1133,21011,I/O (File and Disk Operations),elasticsearch[e,372,674559,1813.3306451612902,20210
1133,21011,Memory Management,elasticsearch[e,31,224707,7248.612903225807,22174
1133,21011,Synchronization and Timing,elasticsearch[e,46,2063549,44859.760869565216,243025
1133,21011,Unknown,elasticsearch[e,10,8273,827.3,3242
1133,21012,CPU and Process Management,elasticsearch[e,2,115521,57760.5,108290
1133,21012,I/O (File and Disk Operations),elasticsearch[e,376,3431081,9125.215425531915,78124
1133,21012,Memory Management,elasticsearch[e,31,725918,23416.709677419356,43361
1133,21012,Synchronization and Timing,elasticsearch[e,43,8490218,197446.93023255814,873865
1133,21012,Unknown,elasticsearch[e,10,88770,8877.0,69115
1133,21092,CPU and Process Management,elasticsearch[e,2,10173,5086.5,7171
1133,21092,I/O (File and Disk Operations),elasticsearch[e,373,2680204,7185.533512064343,87675
1133,21092,Memory Management,elasticsearch[e,31,656569,21179.645161290322,91311
1133,21092,Synchronization and Timing,elasticsearch[e,43,5329000,123930.23255813954,884370
1133,21092,Unknown,elasticsearch[e,10,31695,3169.5,10814
1133,21095,CPU and Process Management,elasticsearch[e,2,11743,5871.5,8627
1133,21095,Memory Management,elasticsearch[e,4,480823394,120205848.5,480663341
1133,21095,Synchronization and Timing,elasticsearch[e,11,60001337775,5454667070.454545,60000234534
1133,21095,Unknown,elasticsearch[e,13,70922,5455.538461538462,14030
1133,21096,CPU and Process Management,elasticsearch[e,14,45386,3241.8571428571427,10536
1133,21096,I/O (File and Disk Operations),elasticsearch[e,372,3607433,9697.400537634408,139011
1133,21096,Memory Management,elasticsearch[e,31,916273,29557.1935483871,255425
1133,21096,Synchronization and Timing,elasticsearch[e,55,187924274,3416804.981818182,182645381
1133,21096,Unknown,elasticsearch[e,13,43354,3334.923076923077,11770
1133,21097,CPU and Process Management,elasticsearch[e,2,9398,4699.0,6950
1133,21097,I/O (File and Disk Operations),elasticsearch[e,315,2091047160,6638244.952380952,1159454355
1133,21097,Memory Management,elasticsearch[e,35,938506,26814.457142857143,45916
1133,21097,Synchronization and Timing,elasticsearch[e,80,3136799326,39209991.575,1000372705
1133,21097,Unknown,elasticsearch[e,10,28913,2891.3,9039
1133,21098,CPU and Process Management,elasticsearch[e,7,11870,1695.7142857142858,4113
1133,21098,I/O (File and Disk Operations),elasticsearch[e,373,2384501,6392.764075067024,60475
1133,21098,Memory Management,elasticsearch[e,31,433417,13981.193548387097,56144
1133,21098,Synchronization and Timing,elasticsearch[e,49,4142989,84550.79591836735,571951
1133,21098,Unknown,elasticsearch[e,10,27297,2729.7,10661
1133,21099,CPU and Process Management,elasticsearch[e,2,11695,5847.5,8483
1133,21099,I/O (File and Disk Operations),elasticsearch[e,370,14744490,39849.97297297297,12253722
1133,21099,Memory Management,elasticsearch[e,31,539970,17418.387096774193,94852
1133,21099,Synchronization and Timing,elasticsearch[e,43,5576584,129688.0,614271
1133,21099,Unknown,elasticsearch[e,10,34913,3491.3,11890
1133,21100,CPU and Process Management,elasticsearch[e,2,10375,5187.5,7216
1133,21100,I/O (File and Disk Operations),elasticsearch[e,370,3653103,9873.251351351351,90707
1133,21100,Memory Management,elasticsearch[e,31,777661,25085.83870967742,78188
1133,21100,Synchronization and Timing,elasticsearch[e,44,10485140,238298.63636363635,1063100
1133,21100,Unknown,elasticsearch[e,10,32352,3235.2,10467
1133,21101,CPU and Process Management,elasticsearch[e,21,61468,2927.0476190476193,9075
1133,21101,I/O (File and Disk Operations),elasticsearch[e,373,3838200,10290.080428954423,245598
1133,21101,Memory Management,elasticsearch[e,31,191645463,6182111.70967742,190319305
1133,21101,Synchronization and Timing,elasticsearch[e,60,8875864,147931.06666666668,1156667
1133,21101,Unknown,elasticsearch[e,12,44481,3706.75,13395
1133,21103,CPU and Process Management,elasticsearch[e,5,15335,3067.0,6102
1133,21103,I/O (File and Disk Operations),elasticsearch[e,373,3349336,8979.45308310992,136600
1133,21103,Memory Management,elasticsearch[e,31,947233,30555.90322580645,87235
1133,21103,Synchronization and Timing,elasticsearch[e,48,10024353,208840.6875,915868
1133,21103,Unknown,elasticsearch[e,12,26977,2248.0833333333335,7031
1133,21104,CPU and Process Management,elasticsearch[e,18,44777,2487.6111111111113,9853
1133,21104,I/O (File and Disk Operations),elasticsearch[e,330,3907561,11841.093939393939,174494
1133,21104,Memory Management,elasticsearch[e,30,888885,29629.5,96416
1133,21104,Synchronization and Timing,elasticsearch[e,91,90565315,995223.2417582418,48376885
1133,21104,Unknown,elasticsearch[e,11,46234,4203.090909090909,14979
1133,21105,CPU and Process Management,elasticsearch[e,2,12012,6006.0,8478
1133,21105,Memory Management,elasticsearch[e,4,112069,28017.25,41865
1133,21105,Synchronization and Timing,elasticsearch[e,6,60000708824,10000118137.333334,60000137625
1133,21105,Unknown,elasticsearch[e,11,40084,3644.0,10717
1133,21106,CPU and Process Management,elasticsearch[e,2,6608,3304.0,4572
1133,21106,I/O (File and Disk Operations),elasticsearch[e,373,2707208,7257.930294906167,58250
1133,21106,Memory Management,elasticsearch[e,31,722548,23308.0,100106
1133,21106,Synchronization and Timing,elasticsearch[e,43,6711753,156087.27906976745,1471116
1133,21106,Unknown,elasticsearch[e,10,19505,1950.5,5870
